Object Type,Attribute Name,Brief,Type,Flags,Objects,Default
"tam","SAI_TAM_ATTR_START","Tam telemetry objects associated with this tam","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_TELEMETRY","empty"
"","SAI_TAM_ATTR_TELEMETRY_OBJECTS_LIST","Tam event objects associated with this tam","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_EVENT","empty"
"","SAI_TAM_ATTR_EVENT_OBJECTS_LIST","Tam INT objects associated with this tam","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_INT","empty"
"","SAI_TAM_ATTR_INT_OBJECTS_LIST","List of TAM bind points where this object will be applied.","sai_s32_list_t sai_tam_bind_point_type_t","CREATE_ONLY","","empty"
"","SAI_TAM_ATTR_TAM_BIND_POINT_TYPE_LIST","End of Attributes","","","",""
"","SAI_TAM_ATTR_END","","","","",""
"","SAI_TAM_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_math_func","SAI_TAM_MATH_FUNC_ATTR_START","Type of math function","sai_tam_tel_math_func_type_t","CREATE_AND_SET","","SAI_TAM_TEL_MATH_FUNC_TYPE_NONE"
"","SAI_TAM_MATH_FUNC_ATTR_TAM_TEL_MATH_FUNC_TYPE","End of Attributes","","","",""
"","SAI_TAM_MATH_FUNC_ATTR_END","","","","",""
"","SAI_TAM_MATH_FUNC_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_MATH_FUNC_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_event_threshold","SAI_TAM_EVENT_THRESHOLD_ATTR_START","High water mark","sai_uint32_t","CREATE_AND_SET","","90"
"","SAI_TAM_EVENT_THRESHOLD_ATTR_HIGH_WATERMARK","Low Water Mark","sai_uint32_t","CREATE_AND_SET","","10"
"","SAI_TAM_EVENT_THRESHOLD_ATTR_LOW_WATERMARK","Latency in nanoseconds","sai_uint32_t","CREATE_AND_SET","","10"
"","SAI_TAM_EVENT_THRESHOLD_ATTR_LATENCY","Rate for specified event type","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_EVENT_THRESHOLD_ATTR_RATE","Abs Value for specified Event","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_EVENT_THRESHOLD_ATTR_ABS_VALUE","Tam event threshold unit","sai_tam_event_threshold_unit_t","CREATE_AND_SET","","SAI_TAM_EVENT_THRESHOLD_UNIT_MSEC"
"","SAI_TAM_EVENT_THRESHOLD_ATTR_UNIT","End of Attributes","","","",""
"","SAI_TAM_EVENT_THRESHOLD_ATTR_END","","","","",""
"","SAI_TAM_EVENT_THRESHOLD_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_EVENT_THRESHOLD_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_int","SAI_TAM_INT_ATTR_START","Type of INT method","sai_tam_int_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_TYPE","Device Identifier","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_DEVICE_ID","IOAM trace type","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_IOAM_TRACE_TYPE","Type of indication of INT presence in a packet","sai_tam_int_presence_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_TYPE","First 4 octets of Probe Marker value that indicates INT presence","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_PB1","Second 4 octets of Probe Marker value that indicates INT presence","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_PB2","DSCP value that indicates presence of INT in a packet","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_DSCP_VALUE","Inline or Clone mode","bool","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_INLINE","L3 protocol value that indicates presence of INT in a packet","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_INT_PRESENCE_L3_PROTOCOL","Trace vector value","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_TRACE_VECTOR","Action vector value","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_ACTION_VECTOR","P4 INT instruction bitmap","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_P4_INT_INSTRUCTION_BITMAP","Enable metadata fragmentation","","","",""
"","SAI_TAM_INT_ATTR_TYPE","","bool","CREATE_AND_SET","","false"
"","SAI_TAM_INT_ATTR_METADATA_FRAGMENT_ENABLE","Enable checksum","bool","CREATE_AND_SET","","false"
"","SAI_TAM_INT_ATTR_TYPE","","","","",""
"","SAI_TAM_INT_ATTR_METADATA_CHECKSUM_ENABLE","TAM INT should report all packets without filtering","bool","CREATE_AND_SET","","false"
"","SAI_TAM_INT_ATTR_REPORT_ALL_PACKETS","TAM INT flow liveliness period in seconds","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_FLOW_LIVENESS_PERIOD","Latency sensitivity for flow state change detection","sai_uint8_t","CREATE_AND_SET","","20"
"","SAI_TAM_INT_ATTR_LATENCY_SENSITIVITY","INT bind point for ACL object","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_TABLE, SAI_OBJECT_TYPE_ACL_TABLE_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_TAM_INT_ATTR_ACL_GROUP","Maximum number of hops allowed in the path","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_MAX_HOP_COUNT","Maximum length of metadata stack, in units of 4 octet words","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_MAX_LENGTH","Metadata name space ID","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_TAM_INT_ATTR_NAME_SPACE_ID","Metadata name space ID scope","bool","CREATE_AND_SET","","false"
"","SAI_TAM_INT_ATTR_NAME_SPACE_ID_GLOBAL","Enable/Disable Samplepacket session","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SAMPLEPACKET","SAI_NULL_OBJECT_ID"
"","SAI_TAM_INT_ATTR_INGRESS_SAMPLEPACKET_ENABLE","Collector object list","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_COLLECTOR","empty"
"","SAI_TAM_INT_ATTR_COLLECTOR_LIST","Math function attached","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_MATH_FUNC","SAI_NULL_OBJECT_ID"
"","SAI_TAM_INT_ATTR_MATH_FUNC","Tam report type","sai_object_id_t","CREATE_ONLY","SAI_OBJECT_TYPE_TAM_REPORT","SAI_NULL_OBJECT_ID"
"","SAI_TAM_INT_ATTR_REPORT_ID","End of Attributes","","","",""
"","SAI_TAM_INT_ATTR_END","","","","",""
"","SAI_TAM_INT_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_INT_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_tel_type","SAI_TAM_TEL_TYPE_ATTR_START","Telemetry type","sai_tam_telemetry_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_TEL_TYPE_ATTR_TAM_TELEMETRY_TYPE","INT - Switch Identifier","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_TEL_TYPE_ATTR_INT_SWITCH_IDENTIFIER","Switch - Collect Port stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_PORT_STATS","Switch - Collect Port stats ingress","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_PORT_STATS_INGRESS","Switch - Collect Port stats egress","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_PORT_STATS_EGRESS","Switch - Collect virtual queue stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_VIRTUAL_QUEUE_STATS","Switch - Collect output queue stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_OUTPUT_QUEUE_STATS","Switch - Collect MMU stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_MMU_STATS","Switch - Collect fabric stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_FABRIC_STATS","Switch - Collect filter stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_FILTER_STATS","Switch - Collect Resource utilization stats","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_SWITCH_ENABLE_RESOURCE_UTILIZATION_STATS","Fabric - Collect Queue information","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_FABRIC_Q","NE - Collect information of networking element","bool","CREATE_AND_SET","","false"
"","SAI_TAM_TEL_TYPE_ATTR_NE_ENABLE","DSCP value","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_TAM_TEL_TYPE_ATTR_DSCP_VALUE","Math function attached","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_MATH_FUNC","SAI_NULL_OBJECT_ID"
"","SAI_TAM_TEL_TYPE_ATTR_MATH_FUNC","Tam report type","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TAM_REPORT",""
"","SAI_TAM_TEL_TYPE_ATTR_REPORT_ID","List of Tam counter subscription objects","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_TAM_COUNTER_SUBSCRIPTION",""
"","SAI_TAM_TEL_TYPE_ATTR_COUNTER_SUBSCRIPTION_LIST","End of Attributes","","","",""
"","SAI_TAM_TEL_TYPE_ATTR_END","","","","",""
"","SAI_TAM_TEL_TYPE_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_TEL_TYPE_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_report","SAI_TAM_REPORT_ATTR_START","Type of reporting method","sai_tam_report_type_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_TAM_REPORT_ATTR_TYPE","Statistic for this histogram","sai_uint32_t","CREATE_ONLY","","0"
"","SAI_TAM_REPORT_ATTR_TYPE","","","","",""
"","SAI_TAM_REPORT_ATTR_HISTOGRAM_NUMBER_OF_BINS","Histogram Bins Lower Boundaries","sai_u32_list_t","CREATE_ONLY","","empty"
"","SAI_TAM_REPORT_ATTR_TYPE","","","","",""
"","SAI_TAM_REPORT_ATTR_HISTOGRAM_BIN_BOUNDARY","Maximum number of reports to generate after an event","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_REPORT_ATTR_QUOTA","Report Mode","sai_tam_report_mode_t","CREATE_ONLY","","SAI_TAM_REPORT_MODE_ALL"
"","SAI_TAM_REPORT_ATTR_REPORT_MODE","Report Interval","sai_uint32_t","CREATE_AND_SET","","1000"
"","SAI_TAM_REPORT_ATTR_REPORT_MODE","","","","",""
"","SAI_TAM_REPORT_ATTR_REPORT_INTERVAL","Enterprise number","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_REPORT_ATTR_TYPE","","","","",""
"","SAI_TAM_REPORT_ATTR_ENTERPRISE_NUMBER","Template report interval in minutes","sai_uint32_t","CREATE_AND_SET","","15"
"","SAI_TAM_REPORT_ATTR_TYPE","","","","",""
"","SAI_TAM_REPORT_ATTR_TEMPLATE_REPORT_INTERVAL","Report Interval Units","sai_tam_report_interval_unit_t","CREATE_AND_SET","","SAI_TAM_REPORT_INTERVAL_UNIT_USEC"
"","SAI_TAM_REPORT_ATTR_REPORT_MODE","","","","",""
"","SAI_TAM_REPORT_ATTR_REPORT_INTERVAL_UNIT","End of Attributes","","","",""
"","SAI_TAM_REPORT_ATTR_END","","","","",""
"","SAI_TAM_REPORT_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_REPORT_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_telemetry","SAI_TAM_TELEMETRY_ATTR_START","TAM tel type object list","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_TEL_TYPE","empty"
"","SAI_TAM_TELEMETRY_ATTR_TAM_TYPE_LIST","Collector object list","sai_object_list_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TAM_COLLECTOR",""
"","SAI_TAM_TELEMETRY_ATTR_COLLECTOR_LIST","Tam telemetry reporting unit","sai_tam_reporting_unit_t","CREATE_AND_SET","","SAI_TAM_REPORTING_UNIT_SEC"
"","SAI_TAM_TELEMETRY_ATTR_TAM_REPORTING_UNIT","Tam event reporting interval","sai_uint32_t","CREATE_AND_SET","","1"
"","SAI_TAM_TELEMETRY_ATTR_REPORTING_INTERVAL","End of Attributes","","","",""
"","SAI_TAM_TELEMETRY_ATTR_END","","","","",""
"","SAI_TAM_TELEMETRY_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_TELEMETRY_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_transport","SAI_TAM_TRANSPORT_ATTR_START","Transport type","sai_tam_transport_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_TRANSPORT_ATTR_TRANSPORT_TYPE","Transport src port","sai_uint32_t","CREATE_AND_SET","","31337"
"","SAI_TAM_TRANSPORT_ATTR_SRC_PORT","Transport dst port","sai_uint32_t","CREATE_AND_SET","","31337"
"","SAI_TAM_TRANSPORT_ATTR_DST_PORT","Transport authentication","sai_tam_transport_auth_type_t","CREATE_AND_SET","","SAI_TAM_TRANSPORT_AUTH_TYPE_NONE"
"","SAI_TAM_TRANSPORT_ATTR_TRANSPORT_AUTH_TYPE","Transport MTU size","sai_uint32_t","CREATE_AND_SET","","1500"
"","SAI_TAM_TRANSPORT_ATTR_MTU","End of Attributes","","","",""
"","SAI_TAM_TRANSPORT_ATTR_END","","","","",""
"","SAI_TAM_TRANSPORT_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_TRANSPORT_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_collector","SAI_TAM_COLLECTOR_ATTR_START","Source IP address","","","",""
"","SAI_TAM_TRANSPORT_ATTR_TRANSPORT_TYPE","","sai_ip_address_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_TAM_COLLECTOR_ATTR_SRC_IP","Destination IP addresses","","","",""
"","SAI_TAM_TRANSPORT_ATTR_TRANSPORT_TYPE","","sai_ip_address_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_TAM_COLLECTOR_ATTR_DST_IP","Destination local CPU","","","",""
"","SAI_TAM_TRANSPORT_ATTR_TRANSPORT_TYPE","","bool","CREATE_AND_SET","","true"
"","SAI_TAM_COLLECTOR_ATTR_LOCALHOST","Virtual router ID","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_VIRTUAL_ROUTER","SAI_NULL_OBJECT_ID"
"","SAI_TAM_COLLECTOR_ATTR_VIRTUAL_ROUTER_ID","Telemetry report truncate size","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_TAM_COLLECTOR_ATTR_TRUNCATE_SIZE","Transport attributes object","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_TRANSPORT",""
"","SAI_TAM_COLLECTOR_ATTR_TRANSPORT","DSCP value","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_TAM_COLLECTOR_ATTR_DSCP_VALUE","Hostif User Defined Trap object used to reach local host via GENETLINK","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HOSTIF_USER_DEFINED_TRAP","SAI_NULL_OBJECT_ID"
"","SAI_TAM_COLLECTOR_ATTR_LOCALHOST","","","","",""
"","SAI_TAM_COLLECTOR_ATTR_HOSTIF_TRAP","End of Attributes","","","",""
"","SAI_TAM_COLLECTOR_ATTR_END","","","","",""
"","SAI_TAM_COLLECTOR_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_COLLECTOR_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_event_action","SAI_TAM_EVENT_ACTION_ATTR_START","Report Object","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_REPORT",""
"","SAI_TAM_EVENT_ACTION_ATTR_REPORT_TYPE","QOS action Type Object","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_TAM_EVENT_ACTION_ATTR_QOS_ACTION_TYPE","End of Attributes","","","",""
"","SAI_TAM_EVENT_ACTION_ATTR_END","","","","",""
"","SAI_TAM_EVENT_ACTION_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_EVENT_ACTION_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_event","SAI_TAM_EVENT_ATTR_START","Tam event type","sai_tam_event_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_EVENT_ATTR_TYPE","Event action","sai_object_list_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TAM_EVENT_ACTION",""
"","SAI_TAM_EVENT_ATTR_ACTION_LIST","Collector object list","sai_object_list_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TAM_COLLECTOR",""
"","SAI_TAM_EVENT_ATTR_COLLECTOR_LIST","Tam event threshold attr Object","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_EVENT_THRESHOLD","SAI_NULL_OBJECT_ID"
"","SAI_TAM_EVENT_ATTR_THRESHOLD","DSCP value","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_TAM_EVENT_ATTR_DSCP_VALUE","End of Attributes","","","",""
"","SAI_TAM_EVENT_ATTR_END","","","","",""
"","SAI_TAM_EVENT_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_EVENT_ATTR_CUSTOM_RANGE_END","","","","",""
"tam_counter_subscription","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_START","TAM telemetry type object","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TAM_TEL_TYPE",""
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_TEL_TYPE","Subscribed object","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_BUFFER_POOL, SAI_OBJECT_TYPE_INGRESS_PRIORITY_GROUP, SAI_OBJECT_TYPE_PORT, SAI_OBJECT_TYPE_QUEUE",""
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_OBJECT_ID","Subscribed stat enum","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_STAT_ID","Telemetry label","sai_uint64_t","CREATE_ONLY","","0"
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_LABEL","End of Attributes","","","",""
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_END","","","","",""
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TAM_COUNTER_SUBSCRIPTION_ATTR_CUSTOM_RANGE_END","","","","",""
"tunnel_map_entry","SAI_TUNNEL_MAP_ENTRY_ATTR_START","Tunnel Map type","sai_tunnel_map_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","Tunnel map ex","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TUNNEL_MAP",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP","Inner ECN key","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_OECN_KEY","Inner ECN value","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_OECN_VALUE","Outer ECN key","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_UECN_KEY","Outer ECN value","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_UECN_VALUE","Vlan ID key","sai_uint16_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VLAN_ID_KEY","Vlan ID value","sai_uint16_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VLAN_ID_VALUE","VNI ID key","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VNI_ID_KEY","VNI ID value","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VNI_ID_VALUE","Bridge ID key","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_BRIDGE",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_BRIDGE_ID_KEY","Bridge ID value","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_BRIDGE",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_BRIDGE_ID_VALUE","Virtual Router ID key","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_VIRTUAL_ROUTER",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VIRTUAL_ROUTER_ID_KEY","Virtual Router ID value","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_VIRTUAL_ROUTER",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VIRTUAL_ROUTER_ID_VALUE","VSID ID key","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VSID_ID_KEY","VSID ID value","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_VSID_ID_VALUE","Prefix Aggregation ID key","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_PREFIX_AGG_ID_KEY","SRV6 VPN SID","sai_ip6_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_TUNNEL_MAP_TYPE","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_SRV6_VPN_SID_VALUE","End of attributes","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_END","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TUNNEL_MAP_ENTRY_ATTR_CUSTOM_RANGE_END","","","","",""
"tunnel_map","SAI_TUNNEL_MAP_ATTR_START","Tunnel Map type","sai_tunnel_map_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_MAP_ATTR_TYPE","Tunnel map entries associated with this map.","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_TUNNEL_MAP_ENTRY",""
"","SAI_TUNNEL_MAP_ATTR_ENTRY_LIST","End of attributes","","","",""
"","SAI_TUNNEL_MAP_ATTR_END","","","","",""
"","SAI_TUNNEL_MAP_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_TUNNEL_MAP_ATTR_CUSTOM_RANGE_END","","","","",""
"tunnel","SAI_TUNNEL_ATTR_START","Tunnel type","sai_tunnel_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_TUNNEL_ATTR_TYPE","Tunnel underlay interface","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_ROUTER_INTERFACE",""
"","SAI_TUNNEL_ATTR_TYPE","","","","",""
"","SAI_TUNNEL_ATTR_UNDERLAY_INTERFACE","Tunnel overlay interface","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_ROUTER_INTERFACE",""
"","SAI_TUNNEL_ATTR_TYPE","","","","",""
"","SAI_TUNNEL_ATTR_OVERLAY_INTERFACE","Tunnel Peer Mode","sai_tunnel_peer_mode_t","CREATE_ONLY","","SAI_TUNNEL_PEER_MODE_P2MP"
"","SAI_TUNNEL_ATTR_PEER_MODE","Tunnel src IP","sai_ip_address_t","CREATE_ONLY","","0.0.0.0"
"","SAI_TUNNEL_ATTR_ENCAP_SRC_IP","Tunnel Destination IP","sai_ip_address_t","CREATE_ONLY","","0.0.0.0"
"","SAI_TUNNEL_ATTR_PEER_MODE","","","","",""
"","SAI_TUNNEL_ATTR_ENCAP_DST_IP","Tunnel TTL mode (pipe or uniform model)","sai_tunnel_ttl_mode_t","CREATE_AND_SET","","SAI_TUNNEL_TTL_MODE_UNIFORM_MODEL"
